Text,Sentiment,cleaned_text
"There's a reason why ZNGA is one of, if not the largest, lobbyist for online gambling",1,there reason znga one largest lobbyist online gambling
user: Cash is Now 33% of Apple's Market Cap AAP  ,1,user cash apple market cap aap
VZ playing out nicely from last week's video.  SPY,1,vz playing nicely last week video spy
GOOG update alert: Almost 100% today! Now harm in selling half and let the other half ride with a trail stop,-1,goog update alert almost today harm selling half let half ride trail stop
BAC next stop 10.50,-1,bac next stop
"ed Monthly Triangle on KWK,....Scaling Down  ",1,ed monthly triangle kwkscaling
CVM announced that its Taiwanese partner has added two additional clinical centers in Phase III cancer clinical trial for Multikin,1,cvm announced taiwanese partner added two additional clinical center phase iii cancer clinical trial multikin
AXN becoming again interesting near multiple bottom. We made lot of  some days ago here  ,1,axn becoming interesting near multiple bottom made lot day ago
ANTH CPX monitoring stricly,1,anth cpx monitoring stricly
AAP It may be wise to hold off on buying #AAP till they fix this second security bug.  They better patch it fast!,-1,aap may wise hold buying aap till fix second security bug better patch fast
SPS Subtle (bullish) close.  1 Year (weekly)     ,1,sps subtle bullish close year weekly
"WMT next levels of resistance 71.70, 72.60, then nuthin' but air (note to self: fills gaps nicely)  ",1,wmt next level resistance nuthin air note self fill gap nicely
"XCO looking good, user may be onto something here, big sellers of June 6 puts bit of a floor  ",1,xco looking good user may onto something big seller june put bit floor
AAP GOOG IMO stock splits has wealth effect ExBuy100 shares WMT in1970 worth 14+Million receiving 300k+yearly SDIV Ex KO GIS MCD Etc,1,aap goog imo stock split wealth effect exbuy share wmt worth million receiving kyearly sdiv ex ko gi mcd etc
"BAX holding T trendline, nice r/r from here  ",1,bax holding trendline nice rr
Market Wrap Video + Additions to Watch ist  including: AVP EOC INFI SEE SWY TAT,1,market wrap video addition watch ist including avp eoc infi see swy tat
Everyday I have a great Hangouts experience and business use case... goog,1,everyday great hangout experience business use case goog
"  PAT ONE ES, SPY update  ",-1,pat one e spy update
" ES, S  PAT TWO, update  ",-1,e pat two update
" ES SPY, S Part three final update..hedge and define risk ...  ",-1,e spy part three final updatehedge define risk
NVDA NVIDIA shows off Phoenix reference phone at MWC 2013  ,1,nvda nvidia show phoenix reference phone mwc
Watch for SGY to break its downward trend line to the upside for a potential move above 23.50  ,1,watch sgy break downward trend line upside potential move
"user: user really believe this Open will be a fade sold BAC 11.14> Hard to say, should stay above 11.10 IMO",1,user user really believe open fade sold bac hard say stay imo
GD SV NGT ABX FCX NEM - Goldman Sachs cuts forecast for gold prices in 2013 and 2014,-1,gd sv ngt abx fcx nem goldman sachs cut forecast gold price
HD bullish after it?s results. ong if beats 67.24. Stop loss 66.64  ,1,hd bullish result ong beat stop loss
user: HD bullish after it?s results. ong if beats 67.24. Stop loss 66.64  ,1,user hd bullish result ong beat stop loss
"SWI still holding up well, yet to emerge from consolidation  ",1,swi still holding well yet emerge consolidation
"JPM 4 of last 8 days saw distribution, may yet test 50dma, but little damage done longer-term  ",1,jpm last day saw distribution may yet test dma little damage done longerterm
Would play it wait and see before adding more SPW:  but adding more SCTY on dips:  ,1,would play wait see adding spw adding scty dip
SWY on watch list close to line with volume of 16% of full day average   ,1,swy watch list close line volume full day average
V might still get a flush to 152 but longer-term this is solid  ,1,v might still get flush longerterm solid
APP Eric Beder at Brean Capital launches on APP: An nsinkable Brand: Initiating Coverage of APP with a Buy ating & 2 PT ,1,app eric beder brean capital launch app nsinkable brand initiating coverage app buy ating pt
AEE quiet refuge in the recent storm  ,1,aee quiet refuge recent storm
DOE looking pretty ugly,-1,doe looking pretty ugly
AXTI Starting to look strong again. 3x avg volume. First upside target 3.6  ,1,axti starting look strong x avg volume first upside target
"AAP I am still hoping for a big Split  shareholders meeting, bring in the value investors chase away the hedgies",1,aap still hoping big split shareholder meeting bring value investor chase away hedgies
user: APO : SHOT setup posted last week. Would look to book gains if u played this one  Study,-1,user apo shot setup posted last week would look book gain u played one study
AAP new strategy.. I just purchased Jan 2015's should be able to scalp the premium back .. over time,1,aap new strategy purchased jan able scalp premium back time
"MS making the turn back up here, 23 calls are CHEAP!",1,m making turn back call cheap
"Short Ideas,  digesting recent gains. BID CF APO MCP FCX NEM INTC CS IAG AKS AAP & more.",-1,short idea digesting recent gain bid cf apo mcp fcx nem intc c iag ak aap
Short Ideas digesting recent gains. BID CF APO MCP FCX NEM INTC CS AKS AAP Further downside remains.  ,-1,short idea digesting recent gain bid cf apo mcp fcx nem intc c ak aap downside remains
"ed Daily & Weekly Triangle on DEPO,...Cover Short Net Profit  24,338.00 (3.31%)  ",1,ed daily weekly triangle depocover short net profit
AAP never imagined aapl in dumps for so long BBY NOK,-1,aap never imagined aapl dump long bby nok
PPHM  ike I said Jump off the Ship My feet are Wet...,-1,pphm ike said jump ship foot wet
"F, GM, slammed by consumer reports Auto  TM, tops again",-1,f gm slammed consumer report auto tm top
user: PPHM Damn. Sorry folks. Pharms are getting taking to the shed today.,-1,user pphm damn sorry folk pharms getting taking shed today
user: PPHM why the big drop,-1,user pphm big drop
user: PPHM next year right next year lol that's what they said for the last 15 years. ock them up put ES in jail and be done with,-1,user pphm next year right next year lol thats said last year ock put e jail done
user: Cancer trial sabotage who's going to jail first. Who worked with saboteurs a FBI will figure it out. PPHM  DNDN jail time soon,-1,user cancer trial sabotage who going jail first worked saboteur fbi figure pphm dndn jail time soon
NBS A Steal  this level.,1,nb steal level
Beaten down large cap technology stocks leading intra-day short squeeze. INTC BID AAP  ,-1,beaten large cap technology stock leading intraday short squeeze intc bid aap
long AAP 439.5   ,1,long aap
ZCS  My PPS is a dollar. There is no reason stopping this from going to 5 dollars or more. IMHO....,1,zcs pps dollar reason stopping going dollar imho
"V been pounding the table on this one, outperforming SPY, MA, needs follow thru to seal the deal  ",1,v pounding table one outperforming spy need follow thru seal deal
HN trying to hold on to the bottom of this channel  ,1,hn trying hold bottom channel
AAP MO is to add it to the Dow --- 4 for or 6 for 1 split  ,1,aap mo add dow split
"AAP don't know if it is the tail that wagged the dog (3M shares!) but the whole mrkt up & holding  (except FB, BBY)",1,aap dont know tail wagged dog share whole mrkt holding except fb bby
AAP that little pop is just a taste of what the hedge funds will do when they all pile back in.  BEWAE shorts. coming soon.,1,aap little pop taste hedge fund pile back bewae short coming soon
AAP what is the value in 450 share? other than keeping it a plaything of the ultra rich (and those of us who like to play in their pool?),1,aap value share keeping plaything ultra rich u like play pool
"CVX  i think there's a good point to enter one second trade as sell. Since has testing one broken support, now resistance.",-1,cvx think there good point enter one second trade sell since testing one broken support resistance
XCO 6.52 has technical support 6 min downside with nice upside and largest shareholder Wilbur oss NG prices down Caution if oss sells,1,xco technical support min downside nice upside largest shareholder wilbur os ng price caution os sell
AAP are rumours news? #Idontthinkso we know there are not many sellers below 437,1,aap rumour news idontthinkso know many seller
"SII Sold 1/4 position at 2.09 today..wanted to lighten up on stocks going into the uncertainty this week, its still my largest holding",1,sii sold position todaywanted lighten stock going uncertainty week still largest holding
AAP OK all the bears out of the pool!,1,aap ok bear pool
AW eod trade catch the shorts long here 2.18+,1,aw eod trade catch short long
AMN BY AY FCX ABX GOO and GDX GDXJ GDX GGGG GT are near lows with nice entry points on GD SV exposure some pay SDIV,1,amn ay fcx abx goo gdx gdxj gdx gggg gt near low nice entry point gd sv exposure pay sdiv
user: ZNGA 3 reports that NJ has signed the Online Gaming Bill...    ,1,user znga report nj signed online gaming bill
SVM has come down approx50% SV prices may swing Straddle options H SVC SI miners to gain exposure of the SV DSV to HDGE,1,svm come approx sv price may swing straddle option h svc si miner gain exposure sv dsv hdge
ZNGA Zynga closes Timonium video game studio in broader consolidation Feb 26 at 17:38 - Ticking up in the post =  ong: ZNGA,1,znga zynga close timonium video game studio broader consolidation feb ticking post ong znga
PZZA sold off big on high volume  the close.Then they announce a restatement.Market rigged??NAHHH!  ,-1,pzza sold big high volume closethen announce restatementmarket riggednahhh
"MON SI declining, downward trend, 98 support weakening, 8 & 20 DMA curling down. 96 is next.  ",-1,mon si declining downward trend support weakening dma curling next
AVY Over 92.66  ,1,avy
EV over  40.72  ,1,ev
EXH  Over 24.90  ,1,exh
STZ Over 45.00  ,1,stz
AAP don't be surprise if #apple go much lower #done and I mean much lower and done,-1,aap dont surprise apple go much lower done mean much lower done
NFX   175.39 sell short,-1,nfx sell short
AAP Apple Support Further Below by user Below  ,-1,aap apple support user
NIS time to run higher. Breaked the descending line  ,1,ni time run higher breaked descending line
Trade Ideas  TIF PSN O F-short  ,1,trade idea tif psn fshort
APA perfected DeMark sequential 9 buy today..started a long yesterday.  ,1,apa perfected demark sequential buy todaystarted long yesterday
GMC watching 30 O flag   ,1,gmc watching flag
HBAN Huntington Bank aunches Spartans Debit Card for Michigan State niversity Fans. ong if beats 6.92. Stop loss 6.86.,1,hban huntington bank aunches spartan debit card michigan state niversity fan ong beat stop loss
Transports moving pretty strongly this morning JBHT KS NP AGT,1,transport moving pretty strongly morning jbht k np agt
